Num,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Datetime
87,1990,3,29,-0.233333333,0,0,0,0,1990/3/29
88,1990,3,30,2.083333333,0,0,0,0,1990/3/30
89,1990,3,31,3.766666667,0,0,0,0,1990/3/31
90,1990,4,1,5.216666667,0,0,0,0,1990/4/1
91,1990,4,2,6.25,0,0,0,0,1990/4/2
92,1990,4,3,7.066666667,0,0,0,0,1990/4/3
93,1990,4,4,7.083333333,0,0,0,0,1990/4/4
94,1990,4,5,6.9,0,0,0,0,1990/4/5
95,1990,4,6,6.45,0.266666667,0.4,0.666666667,0,1990/4/6
96,1990,4,7,5.966666667,0.35,0.466666667,0.816666667,0.333333333,1990/4/7
97,1990,4,8,4.666666667,0.35,2.3,1.7,0.333333333,1990/4/8
98,1990,4,9,2.633333333,0.35,3.466666667,2.366666667,1.666666667,1990/4/9
99,1990,4,10,1.466666667,0.35,3.466666667,2.366666667,3,1990/4/10
100,1990,4,11,1.083333333,0.45,3.466666667,2.466666667,3,1990/4/11
101,1990,4,12,1.483333333,0.216666667,3.066666667,1.833333333,3,1990/4/12
102,1990,4,13,1.116666667,0.133333333,3,1.683333333,2.666666667,1990/4/13
103,1990,4,14,2.35,0.133333333,1.166666667,0.8,2.666666667,1990/4/14
104,1990,4,15,4.183333333,0.133333333,0,0.133333333,1.333333333,1990/4/15
105,1990,4,16,5.9,0.133333333,0,0.133333333,0,1990/4/16
106,1990,4,17,6.566666667,0.033333333,0,0.033333333,0,1990/4/17
107,1990,4,18,6.816666667,0,0,0,0,1990/4/18
108,1990,4,19,7.8,0,0,0,0,1990/4/19
109,1990,4,20,8.266666667,0,0,0,0,1990/4/20
110,1990,4,21,8.733333333,0,0,0,0,1990/4/21
111,1990,4,22,9.1,0,0,0,0,1990/4/22
112,1990,4,23,9.35,0.333333333,0,0.333333333,0,1990/4/23
113,1990,4,24,9.233333333,0.55,0,0.55,0,1990/4/24
114,1990,4,25,8.333333333,0.55,0,0.55,0,1990/4/25
115,1990,4,26,7.266666667,0.75,0,0.75,0,1990/4/26
116,1990,4,27,6.5,0.983333333,1.2,1.666666667,0,1990/4/27
117,1990,4,28,5.133333333,0.983333333,1.2,1.666666667,0.666666667,1990/4/28
118,1990,4,29,3.783333333,0.65,1.2,1.333333333,0.666666667,1990/4/29
119,1990,4,30,2.983333333,0.433333333,1.2,1.116666667,0.666666667,1990/4/30
120,1990,5,1,3.533333333,0.533333333,1.2,1.216666667,0.666666667,1990/5/1
121,1990,5,2,4.366666667,0.333333333,1.2,1.016666667,0.666666667,1990/5/2
122,1990,5,3,4.9,0.1,0,0.1,0.666666667,1990/5/3
123,1990,5,4,6.55,0.1,0,0.1,0,1990/5/4
124,1990,5,5,8.683333333,0.1,0,0.1,0,1990/5/5
125,1990,5,6,10.05,0.1,0,0.1,0,1990/5/6
126,1990,5,7,9.266666667,0,0.666666667,0.666666667,0,1990/5/7
127,1990,5,8,8.15,0,0.666666667,0.666666667,0.666666667,1990/5/8
128,1990,5,9,7.583333333,0,0.666666667,0.666666667,0.666666667,1990/5/9
129,1990,5,10,6.533333333,0.133333333,0.666666667,0.8,0.666666667,1990/5/10
130,1990,5,11,5.616666667,0.866666667,0.666666667,1.533333333,0.666666667,1990/5/11
131,1990,5,12,4.7,2.583333333,0.733333333,3.316666667,0.666666667,1990/5/12
132,1990,5,13,5.033333333,3.683333333,0.066666667,3.75,0.666666667,1990/5/13
133,1990,5,14,5.583333333,4,0.066666667,4.066666667,0,1990/5/14
134,1990,5,15,5.983333333,4.266666667,0.066666667,4.333333333,0,1990/5/15
135,1990,5,16,6.533333333,4.133333333,0.066666667,4.2,0,1990/5/16
136,1990,5,17,6.616666667,3.4,0.066666667,3.466666667,0,1990/5/17
137,1990,5,18,6.9,1.95,0,1.95,0,1990/5/18
138,1990,5,19,7.483333333,0.85,0,0.85,0,1990/5/19
139,1990,5,20,7.716666667,0.9,0,0.9,0,1990/5/20
140,1990,5,21,8.1,0.633333333,0,0.633333333,0,1990/5/21
141,1990,5,22,8.383333333,0.9,0,0.9,0,1990/5/22
142,1990,5,23,9.383333333,1.133333333,0,1.133333333,0,1990/5/23
143,1990,5,24,9.733333333,5.2,0,5.2,0,1990/5/24
144,1990,5,25,8.983333333,6.6,0,6.6,0,1990/5/25
145,1990,5,26,8.983333333,6.8,0,6.8,0,1990/5/26
146,1990,5,27,9.033333333,6.866666667,0,6.866666667,0,1990/5/27
147,1990,5,28,9.083333333,8.1,0,8.1,0,1990/5/28
148,1990,5,29,9.133333333,9.466666667,0,9.466666667,0,1990/5/29
149,1990,5,30,9.45,5.133333333,0,5.133333333,0,1990/5/30
150,1990,5,31,10.11666667,7,0.333333333,7.333333333,0,1990/5/31
151,1990,6,1,9.7,7.8,0.333333333,8.133333333,0,1990/6/1
152,1990,6,2,9.1,8.133333333,0.333333333,8.466666667,0,1990/6/2
153,1990,6,3,9.35,7.733333333,0.333333333,8.066666667,0,1990/6/3
154,1990,6,4,8.25,6.45,0.333333333,6.783333333,0,1990/6/4
155,1990,6,5,7.95,6.45,0.333333333,6.783333333,0,1990/6/5
156,1990,6,6,7.983333333,4.166666667,0,4.166666667,0,1990/6/6
157,1990,6,7,8.883333333,2.866666667,0,2.866666667,0,1990/6/7
158,1990,6,8,9.233333333,2.466666667,0,2.466666667,0,1990/6/8
159,1990,6,9,9.316666667,1.366666667,0,1.366666667,0,1990/6/9
160,1990,6,10,10.05,1.383333333,0,1.383333333,0,1990/6/10
161,1990,6,11,9.316666667,2.716666667,0,2.716666667,0,1990/6/11
162,1990,6,12,9.033333333,1.733333333,0,1.733333333,0,1990/6/12
163,1990,6,13,8.8,1.766666667,0,1.766666667,0,1990/6/13
164,1990,6,14,9.366666667,1.766666667,0,1.766666667,0,1990/6/14
165,1990,6,15,9.3,2.033333333,0,2.033333333,0,1990/6/15
166,1990,6,16,9.233333333,2.1,0,2.1,0,1990/6/16
167,1990,6,17,10.66666667,0.766666667,0,0.766666667,0,1990/6/17
168,1990,6,18,11.36666667,0.833333333,0,0.833333333,0,1990/6/18
169,1990,6,19,11.95,1.066666667,0,1.066666667,0,1990/6/19
170,1990,6,20,12.06666667,1.133333333,0,1.133333333,0,1990/6/20
171,1990,6,21,12.25,0.866666667,0,0.866666667,0,1990/6/21
172,1990,6,22,13.01666667,0.466666667,0,0.466666667,0,1990/6/22
173,1990,6,23,13.61666667,0.633333333,0,0.633333333,0,1990/6/23
174,1990,6,24,14.61666667,0.6,0,0.6,0,1990/6/24
175,1990,6,25,15.36666667,0.266666667,0,0.266666667,0,1990/6/25
176,1990,6,26,16.03333333,0.2,0,0.2,0,1990/6/26
177,1990,6,27,16.51666667,0.2,0,0.2,0,1990/6/27
178,1990,6,28,15.96666667,0.433333333,0,0.433333333,0,1990/6/28
179,1990,6,29,15.5,0.6,0,0.6,0,1990/6/29
180,1990,6,30,15.71666667,0.6,0,0.6,0,1990/6/30
181,1990,7,1,15.71666667,0.6,0,0.6,0,1990/7/1
182,1990,7,2,15.46666667,1.433333333,0,1.433333333,0,1990/7/2
183,1990,7,3,15.23333333,1.433333333,0,1.433333333,0,1990/7/3
184,1990,7,4,15.56666667,1.2,0,1.2,0,1990/7/4
185,1990,7,5,15.58333333,0.866666667,0,0.866666667,0,1990/7/5
186,1990,7,6,14.81666667,2.5,0,2.5,0,1990/7/6
187,1990,7,7,14.2,2.783333333,0,2.783333333,0,1990/7/7
188,1990,7,8,14.18333333,1.95,0,1.95,0,1990/7/8
189,1990,7,9,14.65,1.95,0,1.95,0,1990/7/9
190,1990,7,10,15.23333333,1.95,0,1.95,0,1990/7/10
191,1990,7,11,16.05,1.95,0,1.95,0,1990/7/11
192,1990,7,12,17.13333333,0.283333333,0,0.283333333,0,1990/7/12
193,1990,7,13,18.41666667,0,0,0,0,1990/7/13
194,1990,7,14,18.85,0,0,0,0,1990/7/14
195,1990,7,15,19.25,0,0,0,0,1990/7/15
196,1990,7,16,19.15,0,0,0,0,1990/7/16
197,1990,7,17,18.73333333,0,0,0,0,1990/7/17
198,1990,7,18,18.08333333,0.833333333,0,0.833333333,0,1990/7/18
199,1990,7,19,16.81666667,0.966666667,0,0.966666667,0,1990/7/19
200,1990,7,20,15.78333333,0.966666667,0,0.966666667,0,1990/7/20
201,1990,7,21,15.16666667,0.966666667,0,0.966666667,0,1990/7/21
202,1990,7,22,15.05,0.966666667,0,0.966666667,0,1990/7/22
203,1990,7,23,14.95,1.3,0,1.3,0,1990/7/23
204,1990,7,24,15.16666667,2.383333333,0,2.383333333,0,1990/7/24
205,1990,7,25,15.06666667,6.783333333,0,6.783333333,0,1990/7/25
206,1990,7,26,15.25,8.166666667,0,8.166666667,0,1990/7/26
207,1990,7,27,15.45,8.166666667,0,8.166666667,0,1990/7/27
208,1990,7,28,15.6,8.166666667,0,8.166666667,0,1990/7/28
209,1990,7,29,15.86666667,7.833333333,0,7.833333333,0,1990/7/29
210,1990,7,30,15.96666667,5.916666667,0,5.916666667,0,1990/7/30
211,1990,7,31,16.78333333,1.75,0,1.75,0,1990/7/31
212,1990,8,1,17.26666667,0.533333333,0,0.533333333,0,1990/8/1
213,1990,8,2,17.1,0.883333333,0,0.883333333,0,1990/8/2
214,1990,8,3,16.58333333,0.883333333,0,0.883333333,0,1990/8/3
215,1990,8,4,16.35,0.883333333,0,0.883333333,0,1990/8/4
216,1990,8,5,16.25,0.883333333,0,0.883333333,0,1990/8/5
217,1990,8,6,16.56666667,0.516666667,0,0.516666667,0,1990/8/6
218,1990,8,7,17.13333333,0.35,0,0.35,0,1990/8/7
219,1990,8,8,17.5,0,0,0,0,1990/8/8
220,1990,8,9,18.1,0,0,0,0,1990/8/9
221,1990,8,10,18.38333333,0,0,0,0,1990/8/10
222,1990,8,11,18.6,0,0,0,0,1990/8/11
223,1990,8,12,18.48333333,0,0,0,0,1990/8/12
224,1990,8,13,18.68333333,0,0,0,0,1990/8/13
225,1990,8,14,19.25,0,0,0,0,1990/8/14
226,1990,8,15,19.41666667,0.066666667,0,0.066666667,0,1990/8/15
227,1990,8,16,19.31666667,0.066666667,0,0.066666667,0,1990/8/16
228,1990,8,17,19.26666667,0.066666667,0,0.066666667,0,1990/8/17
229,1990,8,18,19.08333333,0.266666667,0,0.266666667,0,1990/8/18
230,1990,8,19,18.26666667,0.566666667,0,0.566666667,0,1990/8/19
231,1990,8,20,17.95,0.866666667,0,0.866666667,0,1990/8/20
232,1990,8,21,17.41666667,1,0,1,0,1990/8/21
233,1990,8,22,17.1,1.566666667,0,1.566666667,0,1990/8/22
234,1990,8,23,16.5,1.666666667,0,1.666666667,0,1990/8/23
235,1990,8,24,15.56666667,1.466666667,0,1.466666667,0,1990/8/24
236,1990,8,25,14.4,2,0,2,0,1990/8/25
237,1990,8,26,13.16666667,1.7,0,1.7,0,1990/8/26
238,1990,8,27,12.21666667,1.5,0,1.5,0,1990/8/27
239,1990,8,28,11.81666667,0.933333333,0,0.933333333,0,1990/8/28
240,1990,8,29,11.83333333,1,0,1,0,1990/8/29
241,1990,8,30,12.23333333,1.133333333,0,1.133333333,0,1990/8/30
242,1990,8,31,13.33333333,0.35,0,0.35,0,1990/8/31
243,1990,9,1,13.45,0.383333333,0,0.383333333,0,1990/9/1
244,1990,9,2,13.78333333,0.383333333,0,0.383333333,0,1990/9/2
245,1990,9,3,13.95,0.383333333,0,0.383333333,0,1990/9/3
246,1990,9,4,13.9,0.216666667,0,0.216666667,0,1990/9/4
247,1990,9,5,14.03333333,0.083333333,0,0.083333333,0,1990/9/5
248,1990,9,6,14.3,0.033333333,0,0.033333333,0,1990/9/6
249,1990,9,7,14.68333333,0,0,0,0,1990/9/7
250,1990,9,8,15,0,0,0,0,1990/9/8
251,1990,9,9,15.26666667,0,0,0,0,1990/9/9
252,1990,9,10,15.2,0,0,0,0,1990/9/10
253,1990,9,11,15.18333333,0,0,0,0,1990/9/11
254,1990,9,12,14.85,0.333333333,0,0.333333333,0,1990/9/12
255,1990,9,13,14.25,0.333333333,0,0.333333333,0,1990/9/13
256,1990,9,14,14.06666667,0.333333333,0,0.333333333,0,1990/9/14
257,1990,9,15,13.7,0.45,0,0.45,0,1990/9/15
258,1990,9,16,13.23333333,0.45,0,0.45,0,1990/9/16
259,1990,9,17,12.48333333,0.45,0,0.45,0,1990/9/17
260,1990,9,18,11.81666667,0.116666667,0,0.116666667,0,1990/9/18
261,1990,9,19,11.76666667,0.116666667,0,0.116666667,0,1990/9/19
262,1990,9,20,11.68333333,0.116666667,0,0.116666667,0,1990/9/20
263,1990,9,21,11.15,0,0,0,0,1990/9/21
264,1990,9,22,11.28333333,0,0,0,0,1990/9/22
265,1990,9,23,11.6,0,0,0,0,1990/9/23
266,1990,9,24,12.2,0,0,0,0,1990/9/24
267,1990,9,25,12.71666667,0,0,0,0,1990/9/25
268,1990,9,26,12.91666667,0,0,0,0,1990/9/26
269,1990,9,27,12.91666667,0,0,0,0,1990/9/27
270,1990,9,28,12.4,0,0,0,0,1990/9/28
271,1990,9,29,12.38333333,0,0,0,0,1990/9/29
272,1990,9,30,11.81666667,0,0,0,0,1990/9/30
273,1990,10,1,10.81666667,1.116666667,0,1.116666667,0,1990/10/1
274,1990,10,2,9.533333333,1.15,0,1.15,0,1990/10/2
275,1990,10,3,8.716666667,3.8,0,3.8,0,1990/10/3
276,1990,10,4,8.466666667,10.2,0,10.2,0,1990/10/4
277,1990,10,5,7.333333333,10.3,0,10.3,0,1990/10/5
278,1990,10,6,5.733333333,10.3,0.733333333,10.9,0,1990/10/6
279,1990,10,7,4.433333333,9.183333333,0.733333333,9.783333333,0,1990/10/7
280,1990,10,8,3.816666667,9.15,0.733333333,9.75,0,1990/10/8
281,1990,10,9,4.216666667,7.533333333,0.733333333,8.133333333,0,1990/10/9
282,1990,10,10,3.65,1.166666667,0.733333333,1.766666667,0,1990/10/10
283,1990,10,11,2.883333333,1.066666667,1.266666667,2.2,0,1990/10/11
284,1990,10,12,3.316666667,1.2,0.566666667,1.766666667,0.333333333,1990/10/12
285,1990,10,13,4,1.2,0.616666667,1.816666667,0.333333333,1990/10/13
286,1990,10,14,3.85,1.2,0.616666667,1.816666667,0.333333333,1990/10/14
287,1990,10,15,2.766666667,0.166666667,0.616666667,0.783333333,0.333333333,1990/10/15
288,1990,10,16,2.233333333,0.133333333,0.783333333,0.85,0.333333333,1990/10/16
289,1990,10,17,1.8,0.3,0.583333333,0.816666667,0.333333333,1990/10/17
290,1990,10,18,1.55,0.5,0.55,0.983333333,0,1990/10/18
291,1990,10,19,1.533333333,0.5,0.5,0.933333333,0,1990/10/19
292,1990,10,20,1.166666667,0.5,0.833333333,1.266666667,0,1990/10/20
293,1990,10,21,1.216666667,0.5,0.833333333,1.266666667,0.333333333,1990/10/21
294,1990,10,22,1.716666667,0.5,0.666666667,1.166666667,0.333333333,1990/10/22
295,1990,10,23,2.333333333,0.333333333,0.333333333,0.666666667,0.333333333,1990/10/23
296,1990,10,24,3.15,0,0.333333333,0.333333333,0.333333333,1990/10/24
297,1990,10,25,3.816666667,2.033333333,0.333333333,2.366666667,0.333333333,1990/10/25
298,1990,10,26,5.216666667,2.033333333,0,2.033333333,0.333333333,1990/10/26
299,1990,10,27,5.4,2.566666667,0,2.566666667,0,1990/10/27
300,1990,10,28,5.533333333,3,0,3,0,1990/10/28
301,1990,10,29,6.016666667,3.116666667,0,3.116666667,0,1990/10/29
302,1990,10,30,5.25,5.533333333,0,5.533333333,0,1990/10/30
303,1990,10,31,4.75,3.8,0.633333333,4.333333333,0,1990/10/31
304,1990,11,1,3.55,3.8,1.533333333,4.833333333,0.666666667,1990/11/1
305,1990,11,2,2.533333333,3.266666667,1.533333333,4.3,1.333333333,1990/11/2
306,1990,11,3,0.8,2.833333333,1.7,4.033333333,1.5,1990/11/3
307,1990,11,4,0.166666667,2.716666667,1.7,3.916666667,1.666666667,1990/11/4
308,1990,11,5,-0.633333333,0.3,1.7,1.5,1.833333333,1990/11/5
309,1990,11,6,-2.55,0,1.65,0.866666667,2,1990/11/6
310,1990,11,7,-2.65,0,0.816666667,0.433333333,2,1990/11/7
311,1990,11,8,-1.783333333,0.466666667,1.7,1.333333333,1.833333333,1990/11/8
312,1990,11,9,-0.35,4.566666667,1.533333333,5.266666667,2.166666667,1990/11/9
313,1990,11,10,0.6,6.633333333,1.533333333,7.333333333,2,1990/11/10
314,1990,11,11,2.583333333,6.633333333,1.533333333,7.333333333,1.833333333,1990/11/11
315,1990,11,12,5.466666667,6.633333333,0.95,7.133333333,1.666666667,1990/11/12
316,1990,11,13,7.016666667,8.2,0.883333333,8.633333333,1,1990/11/13
317,1990,11,14,6.966666667,7.733333333,0,7.733333333,0.5,1990/11/14
318,1990,11,15,6.666666667,3.633333333,0,3.633333333,0,1990/11/15
319,1990,11,16,6.1,1.566666667,0,1.566666667,0,1990/11/16
320,1990,11,17,4.9,1.616666667,0,1.616666667,0,1990/11/17
321,1990,11,18,3.216666667,1.616666667,0,1.616666667,0,1990/11/18
322,1990,11,19,1.533333333,0.05,0,0.05,0,1990/11/19
323,1990,11,20,0.716666667,0.05,0.15,0.166666667,0,1990/11/20
324,1990,11,21,0.15,0.383333333,0.816666667,1.166666667,0,1990/11/21
325,1990,11,22,-0.133333333,2.483333333,0.816666667,3.266666667,0.5,1990/11/22
326,1990,11,23,0.116666667,6.833333333,0.816666667,7.616666667,0.6,1990/11/23
327,1990,11,24,-0.95,6.833333333,7.65,13.8,0.6,1990/11/24
328,1990,11,25,-2.45,6.833333333,8.85,14.6,7.4,1990/11/25
329,1990,11,26,-3.783333333,6.833333333,9.233333333,14.78333333,14,1990/11/26
330,1990,11,27,-4.666666667,6.5,8.566666667,13.78333333,20.4,1990/11/27
331,1990,11,28,-6.45,4.4,9.233333333,12.05,26,1990/11/28
332,1990,11,29,-7.083333333,0,10.83333333,8.65,26.5,1990/11/29
333,1990,11,30,-6.95,0,4.4,2.7,32.16666667,1990/11/30
334,1990,12,1,-6.65,0,3.633333333,2.266666667,32,1990/12/1
335,1990,12,2,-6.166666667,0,3.433333333,2.1,31.83333333,1990/12/2
336,1990,12,3,-5.35,0,3.6,2.15,32,1990/12/3
337,1990,12,4,-3.683333333,0,4.3,2.7,30.83333333,1990/12/4
338,1990,12,5,-3.783333333,0,2.7,1.7,30.33333333,1990/12/5
339,1990,12,6,-3.3,0,2.3,1.466666667,28.83333333,1990/12/6
340,1990,12,7,-2.466666667,0,1.866666667,1.1,27.33333333,1990/12/7
341,1990,12,8,-0.983333333,1.133333333,2.1,2.633333333,26,1990/12/8
342,1990,12,9,-0.3,2.3,2.1,3.916666667,24.33333333,1990/12/9
343,1990,12,10,-0.3,2.566666667,1.033333333,3.566666667,23.16666667,1990/12/10
344,1990,12,11,-0.216666667,2.566666667,2.166666667,4.1,21.5,1990/12/11
345,1990,12,12,-1.7,2.566666667,2.233333333,4.1,20.66666667,1990/12/12
346,1990,12,13,-3.033333333,2.566666667,2.466666667,4.15,20,1990/12/13
347,1990,12,14,-5.066666667,1.433333333,2.033333333,2.483333333,19.2,1990/12/14
348,1990,12,15,-6.083333333,0.266666667,2.35,1.433333333,18.8,1990/12/15
349,1990,12,16,-7.516666667,0,2.05,0.866666667,20,1990/12/16
350,1990,12,17,-8.7,0,2.166666667,1,21.2,1990/12/17
351,1990,12,18,-9.916666667,0,2.1,1,21.4,1990/12/18
352,1990,12,19,-12.23333333,0,1.866666667,0.95,21.16666667,1990/12/19
353,1990,12,20,-14.11666667,0,1.733333333,0.95,21.16666667,1990/12/20
354,1990,12,21,-18.56666667,0,1.25,0.666666667,21,1990/12/21
355,1990,12,22,-22.01666667,0,1.25,0.666666667,20.5,1990/12/22
356,1990,12,23,-24.98333333,0,0.1,0.1,20.16666667,1990/12/23
357,1990,12,24,-25.18333333,0,0.1,0.1,20,1990/12/24
358,1990,12,25,-24.26666667,0,0.1,0.1,20,1990/12/25
359,1990,12,26,-22.83333333,0,0.9,0.583333333,20,1990/12/26
360,1990,12,27,-19.58333333,0,1.133333333,0.716666667,20.83333333,1990/12/27
361,1990,12,28,-19.4,0,1.133333333,0.716666667,21.16666667,1990/12/28
362,1990,12,29,-20.48333333,0,1.133333333,0.683333333,21.5,1990/12/29
363,1990,12,30,-20.48333333,0,2.1,1.383333333,22,1990/12/30
364,1990,12,31,-19.18333333,0,3.9,3.183333333,22.66666667,1990/12/31
365,1991,1,1,-19.36666667,0,3.1,2.7,23.66666667,1991/1/1
366,1991,1,2,-21.13333333,0,2.866666667,2.566666667,23.66666667,1991/1/2
367,1991,1,3,-20.16666667,0,2.866666667,2.566666667,24.16666667,1991/1/3
368,1991,1,4,-19.18333333,0,2.766666667,2.5,24.66666667,1991/1/4
369,1991,1,5,-19.91666667,0,1.8,1.8,25,1991/1/5
