Num,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Datetime
130,1990,5,11,7.3,4.4,0,4.4,0,1990/5/11
131,1990,5,12,5.8,10.3,0.4,10.7,0,1990/5/12
132,1990,5,13,5.4,6.6,0,6.6,0,1990/5/13
133,1990,5,14,6,1.9,0,1.9,0,1990/5/14
134,1990,5,15,7.2,1.6,0,1.6,0,1990/5/15
135,1990,5,16,7.5,0,0,0,0,1990/5/16
136,1990,5,17,7.8,0,0,0,0,1990/5/17
137,1990,5,18,7.5,1.6,0,1.6,0,1990/5/18
138,1990,5,19,8.9,0,0,0,0,1990/5/19
139,1990,5,20,7.4,2.2,0,2.2,0,1990/5/20
140,1990,5,21,9.5,0,0,0,0,1990/5/21
141,1990,5,22,9.2,1.6,0,1.6,0,1990/5/22
142,1990,5,23,13.8,1.4,0,1.4,0,1990/5/23
143,1990,5,24,9.6,26,0,26,0,1990/5/24
144,1990,5,25,4.4,8.4,0,8.4,0,1990/5/25
145,1990,5,26,7.4,3.4,0,3.4,0,1990/5/26
146,1990,5,27,9.8,0.4,0,0.4,0,1990/5/27
147,1990,5,28,9.5,9,0,9,0,1990/5/28
148,1990,5,29,14.1,9.6,0,9.6,0,1990/5/29
149,1990,5,30,11.5,0,0,0,0,1990/5/30
150,1990,5,31,8.4,19.6,2,21.6,0,1990/5/31
151,1990,6,1,4.9,8.2,0,8.2,0,1990/6/1
152,1990,6,2,6.2,2.4,0,2.4,0,1990/6/2
153,1990,6,3,11,6.6,0,6.6,0,1990/6/3
154,1990,6,4,7.5,1.9,0,1.9,0,1990/6/4
155,1990,6,5,9.7,0,0,0,0,1990/6/5
156,1990,6,6,8.6,5.9,0,5.9,0,1990/6/6
157,1990,6,7,10.3,0.4,0,0.4,0,1990/6/7
158,1990,6,8,8.3,0,0,0,0,1990/6/8
159,1990,6,9,11.5,0,0,0,0,1990/6/9
160,1990,6,10,11.9,2,0,2,0,1990/6/10
161,1990,6,11,5.3,8,0,8,0,1990/6/11
162,1990,6,12,6.9,0,0,0,0,1990/6/12
163,1990,6,13,8.9,0.6,0,0.6,0,1990/6/13
164,1990,6,14,11.7,0,0,0,0,1990/6/14
165,1990,6,15,11.1,1.6,0,1.6,0,1990/6/15
166,1990,6,16,11.5,2.4,0,2.4,0,1990/6/16
167,1990,6,17,13.9,0,0,0,0,1990/6/17
168,1990,6,18,11.1,0.4,0,0.4,0,1990/6/18
169,1990,6,19,12.4,2,0,2,0,1990/6/19
170,1990,6,20,12.4,0.4,0,0.4,0,1990/6/20
171,1990,6,21,12.2,0,0,0,0,1990/6/21
172,1990,6,22,16.1,0,0,0,0,1990/6/22
173,1990,6,23,17.5,1,0,1,0,1990/6/23
174,1990,6,24,17.1,0.2,0,0.2,0,1990/6/24
175,1990,6,25,16.9,0,0,0,0,1990/6/25
176,1990,6,26,16.4,0,0,0,0,1990/6/26
177,1990,6,27,15.1,0,0,0,0,1990/6/27
178,1990,6,28,12.8,1.4,0,1.4,0,1990/6/28
179,1990,6,29,14.7,2,0,2,0,1990/6/29
180,1990,6,30,18.4,0.2,0,0.2,0,1990/6/30
181,1990,7,1,16.9,0,0,0,0,1990/7/1
182,1990,7,2,14.9,5,0,5,0,1990/7/2
183,1990,7,3,13.7,0,0,0,0,1990/7/3
184,1990,7,4,14.8,0,0,0,0,1990/7/4
185,1990,7,5,14.8,0,0,0,0,1990/7/5
186,1990,7,6,13.8,10,0,10,0,1990/7/6
187,1990,7,7,13.2,1.7,0,1.7,0,1990/7/7
188,1990,7,8,14.8,0,0,0,0,1990/7/8
189,1990,7,9,16.5,0,0,0,0,1990/7/9
190,1990,7,10,18.3,0,0,0,0,1990/7/10
191,1990,7,11,19.7,0,0,0,0,1990/7/11
192,1990,7,12,20.3,0,0,0,0,1990/7/12
193,1990,7,13,20.9,0,0,0,0,1990/7/13
194,1990,7,14,17.4,0,0,0,0,1990/7/14
195,1990,7,15,18.9,0,0,0,0,1990/7/15
196,1990,7,16,17.7,0,0,0,0,1990/7/16
197,1990,7,17,17.2,0,0,0,0,1990/7/17
198,1990,7,18,16.4,5,0,5,0,1990/7/18
199,1990,7,19,13.3,0.8,0,0.8,0,1990/7/19
200,1990,7,20,11.2,0,0,0,0,1990/7/20
201,1990,7,21,15.2,0,0,0,0,1990/7/21
202,1990,7,22,17,0,0,0,0,1990/7/22
203,1990,7,23,16.6,2,0,2,0,1990/7/23
204,1990,7,24,17.7,11.5,0,11.5,0,1990/7/24
205,1990,7,25,12.7,27.2,0,27.2,0,1990/7/25
206,1990,7,26,12.3,8.3,0,8.3,0,1990/7/26
207,1990,7,27,16.4,0,0,0,0,1990/7/27
208,1990,7,28,17.9,0,0,0,0,1990/7/28
209,1990,7,29,18.2,0,0,0,0,1990/7/29
210,1990,7,30,18.3,0,0,0,0,1990/7/30
211,1990,7,31,17.6,2.2,0,2.2,0,1990/7/31
212,1990,8,1,15.2,1,0,1,0,1990/8/1
213,1990,8,2,15.4,2.1,0,2.1,0,1990/8/2
214,1990,8,3,14.8,0,0,0,0,1990/8/3
215,1990,8,4,16.8,0,0,0,0,1990/8/4
216,1990,8,5,17.7,0,0,0,0,1990/8/5
217,1990,8,6,19.5,0,0,0,0,1990/8/6
218,1990,8,7,18.6,0,0,0,0,1990/8/7
219,1990,8,8,17.6,0,0,0,0,1990/8/8
220,1990,8,9,18.4,0,0,0,0,1990/8/9
221,1990,8,10,18.5,0,0,0,0,1990/8/10
222,1990,8,11,19,0,0,0,0,1990/8/11
223,1990,8,12,18.8,0,0,0,0,1990/8/12
224,1990,8,13,19.8,0,0,0,0,1990/8/13
225,1990,8,14,21,0,0,0,0,1990/8/14
226,1990,8,15,19.4,0.4,0,0.4,0,1990/8/15
227,1990,8,16,17.9,0,0,0,0,1990/8/16
228,1990,8,17,18.7,0,0,0,0,1990/8/17
229,1990,8,18,17.7,1.2,0,1.2,0,1990/8/18
230,1990,8,19,14.9,1.8,0,1.8,0,1990/8/19
231,1990,8,20,19.1,1.8,0,1.8,0,1990/8/20
232,1990,8,21,16.2,1.2,0,1.2,0,1990/8/21
233,1990,8,22,16,3.4,0,3.4,0,1990/8/22
234,1990,8,23,15.1,0.6,0,0.6,0,1990/8/23
235,1990,8,24,12.1,0,0,0,0,1990/8/24
236,1990,8,25,7.9,5,0,5,0,1990/8/25
237,1990,8,26,11.7,0,0,0,0,1990/8/26
238,1990,8,27,10.5,0,0,0,0,1990/8/27
239,1990,8,28,13.6,0,0,0,0,1990/8/28
240,1990,8,29,15.2,1,0,1,0,1990/8/29
241,1990,8,30,14.5,0.8,0,0.8,0,1990/8/30
242,1990,8,31,14.5,0.3,0,0.3,0,1990/8/31
243,1990,9,1,12.4,0.2,0,0.2,0,1990/9/1
244,1990,9,2,12.5,0,0,0,0,1990/9/2
245,1990,9,3,14.6,0,0,0,0,1990/9/3
246,1990,9,4,14.9,0,0,0,0,1990/9/4
247,1990,9,5,15.3,0,0,0,0,1990/9/5
248,1990,9,6,16.1,0,0,0,0,1990/9/6
249,1990,9,7,14.7,0,0,0,0,1990/9/7
250,1990,9,8,14.4,0,0,0,0,1990/9/8
251,1990,9,9,16.2,0,0,0,0,1990/9/9
252,1990,9,10,14.5,0,0,0,0,1990/9/10
253,1990,9,11,15.2,0,0,0,0,1990/9/11
254,1990,9,12,14.1,2,0,2,0,1990/9/12
255,1990,9,13,11.1,0,0,0,0,1990/9/13
256,1990,9,14,13.3,0,0,0,0,1990/9/14
257,1990,9,15,14,0.7,0,0.7,0,1990/9/15
258,1990,9,16,11.7,0,0,0,0,1990/9/16
259,1990,9,17,10.7,0,0,0,0,1990/9/17
260,1990,9,18,10.1,0,0,0,0,1990/9/18
261,1990,9,19,10.8,0,0,0,0,1990/9/19
262,1990,9,20,12.8,0,0,0,0,1990/9/20
263,1990,9,21,10.8,0,0,0,0,1990/9/21
264,1990,9,22,12.5,0,0,0,0,1990/9/22
265,1990,9,23,12.6,0,0,0,0,1990/9/23
266,1990,9,24,13.7,0,0,0,0,1990/9/24
267,1990,9,25,13.9,0,0,0,0,1990/9/25
268,1990,9,26,14,0,0,0,0,1990/9/26
269,1990,9,27,10.8,0,0,0,0,1990/9/27
270,1990,9,28,9.4,0,0,0,0,1990/9/28
271,1990,9,29,12.5,0,0,0,0,1990/9/29
272,1990,9,30,10.3,0,0,0,0,1990/9/30
273,1990,10,1,7.9,6.7,0,6.7,0,1990/10/1
274,1990,10,2,6.3,0.2,0,0.2,0,1990/10/2
275,1990,10,3,5.9,15.9,0,15.9,0,1990/10/3
276,1990,10,4,7.9,38.4,0,38.4,0,1990/10/4
277,1990,10,5,5.7,0.6,0,0.6,0,1990/10/5
278,1990,10,6,0.7,0,4.4,3.6,0,1990/10/6
279,1990,10,7,0.1,0,0,0,0,1990/10/7
280,1990,10,8,2.6,0,0,0,0,1990/10/8
281,1990,10,9,8.3,6.2,0,6.2,0,1990/10/9
282,1990,10,10,4.5,0.2,0,0.2,0,1990/10/10
283,1990,10,11,1.1,0,3.2,3.2,0,1990/10/11
284,1990,10,12,3.3,0.8,0.2,1,2,1990/10/12
285,1990,10,13,4.2,0,0.3,0.3,0,1990/10/13
286,1990,10,14,1.7,0,0,0,0,1990/10/14
287,1990,10,15,1.8,0,0,0,0,1990/10/15
288,1990,10,16,1.3,0,1,0.6,0,1990/10/16
289,1990,10,17,-1.5,1,2,3,0,1990/10/17
290,1990,10,18,1.8,2,0,2,0,1990/10/18
291,1990,10,19,4.1,0,0,0,0,1990/10/19
292,1990,10,20,-0.5,0,2,2,0,1990/10/20
293,1990,10,21,2.1,0,0,0,2,1990/10/21
294,1990,10,22,4.3,0,0,0,0,1990/10/22
295,1990,10,23,2.2,0,0,0,0,1990/10/23
296,1990,10,24,6.7,0,0,0,0,1990/10/24
297,1990,10,25,8.1,12.2,0,12.2,0,1990/10/25
298,1990,10,26,7.9,0,0,0,0,1990/10/26
299,1990,10,27,3.2,3.2,0,3.2,0,1990/10/27
300,1990,10,28,5.1,2.6,0,2.6,0,1990/10/28
301,1990,10,29,5.1,0.7,0,0.7,0,1990/10/29
302,1990,10,30,2.1,14.5,0,14.5,0,1990/10/30
303,1990,10,31,5.1,1.8,3.8,5,0,1990/10/31
304,1990,11,1,0.7,0,5.4,3,4,1990/11/1
305,1990,11,2,-2.9,0,0,0,4,1990/11/2
306,1990,11,3,-5.3,0,1,1,1,1990/11/3
307,1990,11,4,1.3,0,0,0,1,1990/11/4
308,1990,11,5,-2.7,0,0,0,1,1990/11/5
309,1990,11,6,-6.4,0,3.5,1.2,1,1990/11/6
310,1990,11,7,0.1,0,0.4,0.4,4,1990/11/7
311,1990,11,8,2.3,2.8,5.3,5.4,3,1990/11/8
312,1990,11,9,3.3,24.6,0,24.6,3,1990/11/9
313,1990,11,10,7,12.4,0,12.4,0,1990/11/10
314,1990,11,11,9.2,0,0,0,0,1990/11/11
315,1990,11,12,10.9,0,0,0,0,1990/11/12
316,1990,11,13,9.4,9.4,0,9.4,0,1990/11/13
317,1990,11,14,2,0,0,0,0,1990/11/14
318,1990,11,15,1.5,0,0,0,0,1990/11/15
319,1990,11,16,3.6,0,0,0,0,1990/11/16
320,1990,11,17,2,0.3,0,0.3,0,1990/11/17
321,1990,11,18,0.8,0,0,0,0,1990/11/18
322,1990,11,19,-0.7,0,0,0,0,1990/11/19
323,1990,11,20,-2.9,0,0.9,0.7,0,1990/11/20
324,1990,11,21,-1.9,2,4,6,0,1990/11/21
325,1990,11,22,1.9,12.6,0,12.6,3,1990/11/22
326,1990,11,23,3.5,26.4,0,26.4,5.06122449,1990/11/23
327,1990,11,24,-5.6,0,41,37.1,0,1990/11/24
328,1990,11,25,-9.7,0,7.2,4.8,34,1990/11/25
329,1990,11,26,-10.9,0,3.2,1.8,33,1990/11/26
330,1990,11,27,-7.2,0,0,0,32,1990/11/27
331,1990,11,28,-8.8,0,4,2.2,31,1990/11/28
332,1990,11,29,-0.3,0,9.6,6,29,1990/11/29
333,1990,11,30,-4.8,0,2.4,1.4,34,1990/11/30
334,1990,12,1,-7.9,0,2.6,2.2,33,1990/12/1
335,1990,12,2,-8,0,2,0.8,32,1990/12/2
336,1990,12,3,-2.3,0,1,0.3,33,1990/12/3
337,1990,12,4,1.2,0,8.2,5.5,24,1990/12/4
338,1990,12,5,-0.9,0,0,0,26,1990/12/5
339,1990,12,6,-1.9,0,0,0,25,1990/12/6
340,1990,12,7,-2.9,0,0,0,24,1990/12/7
341,1990,12,8,0.9,6.8,3.4,10,24,1990/12/8
342,1990,12,9,1.8,7,1,8,23,1990/12/9
343,1990,12,10,1.2,1.6,1.8,3.4,17,1990/12/10
344,1990,12,11,-0.4,0,6.8,3.2,16,1990/12/11
345,1990,12,12,-10.8,0,0.4,0,20,1990/12/12
346,1990,12,13,-10.9,0,1.4,0.3,14.66666667,1990/12/13
347,1990,12,14,-11.3,0,0.8,0,20,1990/12/14
348,1990,12,15,-4.3,0,2.9,1.7,21,1990/12/15
349,1990,12,16,-7.4,0,0,0,23,1990/12/16
350,1990,12,17,-7.5,0,7.5,4,22,1990/12/17
351,1990,12,18,-18.1,0,0,0,21,1990/12/18
352,1990,12,19,-24.8,0,0,0,20,1990/12/19
353,1990,12,20,-22.6,0,0,0,20,1990/12/20
354,1990,12,21,-31,0,0,0,20,1990/12/21
355,1990,12,22,-28.1,0,0,0,20,1990/12/22
356,1990,12,23,-25.3,0,0.6,0.6,20,1990/12/23
357,1990,12,24,-19.3,0,0,0,20,1990/12/24
358,1990,12,25,-19.3,0,0,0,20,1990/12/25
359,1990,12,26,-14,0,4.8,2.9,20,1990/12/26
360,1990,12,27,-11.5,0,1.4,0.8,25,1990/12/27
361,1990,12,28,-27,0,0,0,22,1990/12/28
362,1990,12,29,-31.8,0,0.6,0.4,22,1990/12/29
363,1990,12,30,-19.3,0,5.8,4.2,23,1990/12/30
364,1990,12,31,-11.5,0,10.8,10.8,24,1990/12/31
365,1991,1,1,-15.1,0,0,0,26,1991/1/1
366,1991,1,2,-22.1,0,0,0,25,1991/1/2
367,1991,1,3,-21.2,0,0,0,25,1991/1/3
368,1991,1,4,-25.9,0,0,0,25,1991/1/4
369,1991,1,5,-23.7,0,0,0,25,1991/1/5
370,1991,1,6,-22.1,0,4.6,1.8,25,1991/1/6
371,1991,1,7,-16.7,0,9,6.4,29,1991/1/7
372,1991,1,8,-17.4,0,1,0.2,32,1991/1/8
373,1991,1,9,-14,0,2.6,1.1,32,1991/1/9
374,1991,1,10,-7.9,0,0,0,33,1991/1/10
375,1991,1,11,-1.6,2.4,0,2.4,32,1991/1/11
376,1991,1,12,2.1,6.4,0,6.4,29,1991/1/12
377,1991,1,13,3.1,0.8,0,0.8,25,1991/1/13
378,1991,1,14,0.3,0,0,0,24,1991/1/14
379,1991,1,15,2.1,0,0,0,24,1991/1/15
380,1991,1,16,-0.1,0,0,0,22,1991/1/16
381,1991,1,17,0.4,0,0,0,22,1991/1/17
382,1991,1,18,2.9,0.8,4,2.5,22,1991/1/18
383,1991,1,19,-8.3,0,0,0,25,1991/1/19
384,1991,1,20,-10,0,0,0,23,1991/1/20
385,1991,1,21,-11.4,0,0,0,23,1991/1/21
386,1991,1,22,-8.7,0,0.4,0,22,1991/1/22
387,1991,1,23,-8.6,0,1.6,0.8,22,1991/1/23
388,1991,1,24,-8.3,0,0,0,24,1991/1/24
389,1991,1,25,-10.3,0,0,0,24,1991/1/25
390,1991,1,26,-12.7,0,0,0,24,1991/1/26
391,1991,1,27,-9.2,0,2.4,1.2,24,1991/1/27
392,1991,1,28,-12.6,0,0,0,26,1991/1/28
393,1991,1,29,-15.6,0,0,0,25,1991/1/29
394,1991,1,30,-9.7,0,0,0,24,1991/1/30
395,1991,1,31,0.1,0,4.8,1.7,24,1991/1/31
396,1991,2,1,3.5,0,0,0,28,1991/2/1
397,1991,2,2,4.2,5.4,0,5.4,20,1991/2/2
398,1991,2,3,4.1,2.8,0,2.8,16,1991/2/3
399,1991,2,4,4,6,0,6,12,1991/2/4
400,1991,2,5,5.6,4,0,4,7,1991/2/5
401,1991,2,6,0.2,0,0,0,3,1991/2/6
402,1991,2,7,3.3,0,0,0,1,1991/2/7
403,1991,2,8,5.5,0,0,0,0,1991/2/8
404,1991,2,9,3.7,0,0,0,0,1991/2/9
405,1991,2,10,1.5,0,0,0,0,1991/2/10
406,1991,2,11,-0.3,0,0,0,0,1991/2/11
407,1991,2,12,1.7,0,0,0,0,1991/2/12
408,1991,2,13,3.8,0,0,0,0,1991/2/13
409,1991,2,14,1.7,0.4,0,0.4,0,1991/2/14
410,1991,2,15,2.7,1.1,0,1.1,0,1991/2/15
411,1991,2,16,3.7,1.2,0.4,1.4,0,1991/2/16
412,1991,2,17,0.6,0,1,0.6,0,1991/2/17
413,1991,2,18,-2.3,0,2.4,1.8,1,1991/2/18
414,1991,2,19,1.5,1.8,5.8,6,2,1991/2/19
415,1991,2,20,2.5,0,2,2,1,1991/2/20
416,1991,2,21,1.7,0,0,0,1,1991/2/21
417,1991,2,22,-0.6,0,0,0,0,1991/2/22
418,1991,2,23,-2.5,0,0,0,0,1991/2/23
419,1991,2,24,-2.5,0,0,0,0,1991/2/24
420,1991,2,25,-2.7,0,0,0,0,1991/2/25
421,1991,2,26,-0.9,0,0,0,0,1991/2/26
422,1991,2,27,2.1,0,7.8,4.8,0,1991/2/27
423,1991,2,28,-11.4,0,3.6,2.8,8,1991/2/28
424,1991,3,1,-17.9,0,5,3.8,9,1991/3/1
425,1991,3,2,-10,0,14.2,9.1,12,1991/3/2
426,1991,3,3,-2.6,5,12.3,11.8,22,1991/3/3
427,1991,3,4,0.9,0,14.8,6.3,20,1991/3/4
428,1991,3,5,-6.1,0,0.6,0.2,20,1991/3/5
429,1991,3,6,-7,0,0,0,17,1991/3/6
430,1991,3,7,-1.9,0,0,0,15,1991/3/7
431,1991,3,8,-5.8,0,0,0,15,1991/3/8
432,1991,3,9,0.4,0,5.8,3.2,14,1991/3/9
433,1991,3,10,-0.7,0,1,0.6,18,1991/3/10
434,1991,3,11,-4.5,0,1.6,1,15,1991/3/11
435,1991,3,12,-2.6,0,7.6,2.7,15,1991/3/12
436,1991,3,13,-0.9,0,0,0,21,1991/3/13
437,1991,3,14,-2.9,0,0,0,14,1991/3/14
438,1991,3,15,-3.9,0,0,0,13,1991/3/15
439,1991,3,16,-2.2,0,0,0,12,1991/3/16
440,1991,3,17,-2.9,0,0,0,10,1991/3/17
441,1991,3,18,-1.3,0,0,0,7,1991/3/18
442,1991,3,19,2.3,0,0,0,5,1991/3/19
443,1991,3,20,2.1,0.8,0,0.8,1,1991/3/20
444,1991,3,21,4.3,0,0,0,0,1991/3/21
445,1991,3,22,4.2,0,0,0,0,1991/3/22
446,1991,3,23,0.3,0,0,0,0,1991/3/23
447,1991,3,24,1.9,0,7.4,5.8,0,1991/3/24
448,1991,3,25,-5.9,0,0,0,7,1991/3/25
449,1991,3,26,-7.7,0,0,0,5,1991/3/26
450,1991,3,27,-5.3,0,0,0,1,1991/3/27
451,1991,3,28,1.7,0,0,0,0,1991/3/28
452,1991,3,29,-0.1,0,0,0,0,1991/3/29
453,1991,3,30,6.8,0,0,0,0,1991/3/30
454,1991,3,31,6.2,0,0,0,0,1991/3/31
455,1991,4,1,6.3,0,0,0,0,1991/4/1
456,1991,4,2,3.5,0.6,0,0.6,0,1991/4/2
457,1991,4,3,2.8,8.4,3,10.2,0,1991/4/3
458,1991,4,4,3.9,18.5,0,18.5,0,1991/4/4
459,1991,4,5,4.2,9.4,1,9.8,0,1991/4/5
460,1991,4,6,2,0,0,0,1,1991/4/6
461,1991,4,7,0.3,0,1.8,0.8,0.902777778,1991/4/7
462,1991,4,8,1.5,0,0,0,1,1991/4/8
463,1991,4,9,0.3,0,3.4,2.6,0.902777778,1991/4/9
464,1991,4,10,-0.4,0,8.7,4.8,3,1991/4/10
